;ShotType;Transition;TwoLegged;Angle;Distance;competition_EURO;competition_NBA;competition_SLO1;competition_U14;playertype_F;playertype_G;movement_dribble or cut;movement_no
0;0;1;1;73.83;0.73;0;0;0;1;1;0;0;1
1;1;0;1;28.13;1.02;0;0;0;1;1;0;0;1
2;0;0;1;51.88;7.22;0;0;0;1;1;0;0;1
3;0;1;1;80.84;3.64;0;0;0;1;1;0;0;1
4;0;0;1;30.89;7.2;0;0;0;1;1;0;0;1
5;5;0;1;63.96;1.07;0;0;0;1;1;0;0;1
6;0;1;0;49.7;0.56;0;0;0;1;1;0;0;1
7;1;1;0;64.48;0.59;0;0;0;1;1;0;1;0
8;1;0;0;62.56;0.91;0;0;0;1;1;0;1;0
9;1;0;0;39.79;0.75;0;0;0;1;1;0;1;0
10;1;1;1;59.97;0.62;0;0;0;1;1;0;0;1
11;0;0;1;46.66;7.51;0;0;0;1;1;0;0;1
12;0;0;0;2.87;2.14;0;0;0;1;1;0;0;1
13;1;1;0;64.48;0.59;0;0;0;1;0;1;1;0
14;5;0;1;7.81;7.49;0;0;0;1;0;1;0;1
15;5;1;0;59.78;1.36;0;0;0;1;0;1;1;0
16;5;0;1;62.66;7.36;0;0;0;1;0;1;0;1
17;5;0;0;5.08;2.42;0;0;0;1;0;1;1;0
18;0;0;1;28.04;6.27;0;0;0;1;0;1;0;1
19;1;1;0;60.91;0.86;0;0;0;1;0;1;1;0
20;5;0;1;4.42;6.95;0;0;0;1;0;1;0;1
21;0;0;0;7.16;1.29;0;0;0;1;0;1;1;0
22;5;0;1;43.19;7.51;0;0;0;1;0;1;0;1
23;0;0;1;52.99;1.68;0;0;0;1;0;1;0;1
24;5;0;1;72.12;7.15;0;0;0;1;0;1;0;1
25;1;0;1;72.56;0.67;0;0;0;1;0;1;0;1
26;5;0;1;21.04;7.31;0;0;0;1;0;1;0;1
27;5;0;1;84.39;5.92;0;0;0;1;0;1;0;1
28;5;0;1;83.18;4.42;0;0;0;1;0;1;0;1
29;0;0;1;84.92;5.32;0;0;0;1;0;1;0;1
30;5;0;1;87.88;6.92;0;0;0;1;0;1;0;1
31;0;0;1;31.93;7.6;0;0;0;1;0;1;0;1
32;5;0;1;48.34;7.03;0;0;0;1;0;1;0;1
33;1;0;0;62.05;0.55;0;0;0;1;0;1;1;0
34;5;0;1;41.24;7.07;0;0;0;1;0;1;0;1
35;5;1;0;66.54;0.64;0;0;0;1;0;1;0;1
36;5;0;1;30.0;7.07;0;0;0;1;0;1;0;1
37;1;1;0;45.76;0.6;0;0;0;1;0;1;1;0
38;5;0;0;36.64;1.8;0;0;0;1;0;1;0;0
39;1;0;0;55.84;0.65;0;0;0;1;0;1;1;0
40;5;0;1;14.31;7.15;0;0;0;1;0;1;0;1
41;5;0;1;81.18;6.94;0;0;0;1;0;1;0;1
42;0;0;1;75.64;2.99;0;0;0;1;0;1;0;1
43;0;0;1;52.57;1.48;0;0;0;1;0;1;0;1
44;1;0;0;0.0;0.47;0;0;0;1;0;1;0;0
45;5;0;1;44.62;7.09;0;0;0;1;0;1;0;1
46;1;0;0;54.15;0.53;0;0;0;1;0;1;1;0
47;0;0;1;33.48;5.34;0;0;0;1;0;1;0;1
48;0;0;1;45.48;4.36;0;0;0;1;0;1;0;1
49;0;0;1;76.45;2.7;0;0;0;1;0;1;0;1
50;0;0;1;16.13;7.33;0;0;0;1;1;0;0;1
51;5;1;1;51.42;2.74;0;0;0;1;1;0;0;1
52;0;0;0;62.28;0.67;0;0;0;1;1;0;0;1
53;0;0;0;33.26;1.47;0;0;0;1;1;0;1;0
54;0;0;0;31.97;0.81;0;0;0;1;1;0;1;0
55;3;1;1;75.24;2.27;0;0;0;1;1;0;0;1
56;5;0;1;15.39;7.47;0;0;0;1;1;0;0;1
57;0;1;1;41.66;7.33;0;0;0;1;1;0;0;1
58;1;0;0;83.85;0.38;0;0;0;1;1;0;1;0
59;1;0;1;49.49;1.06;0;0;0;1;1;0;0;1
60;1;0;0;55.84;0.65;0;0;0;1;1;0;0;0
61;1;0;0;49.7;0.56;0;0;0;1;1;0;1;0
62;0;0;1;66.02;4.34;0;0;0;1;1;0;0;1
63;1;0;1;0.0;0.52;0;0;0;1;1;0;0;1
64;5;0;0;24.83;3.19;0;0;0;1;1;0;0;0
65;0;0;1;56.0;1.23;0;0;0;1;1;0;0;1
66;0;0;1;26.26;5.57;0;0;0;1;1;0;0;1
67;0;0;1;4.71;7.17;0;0;0;1;1;0;0;1
68;1;0;0;59.97;0.62;0;0;0;1;1;0;1;0
69;1;1;0;54.15;0.53;0;0;0;1;1;0;1;0
70;1;0;0;70.14;0.91;0;0;0;1;1;0;0;0
71;0;0;0;71.22;0.96;0;0;0;1;1;0;1;0
72;3;0;1;72.86;1.23;0;0;0;1;1;0;0;1
73;3;0;0;3.86;0.8;0;0;0;1;1;0;0;1
74;0;0;1;33.83;7.7;0;0;0;1;1;0;0;1
75;0;0;1;55.65;5.32;0;0;0;1;1;0;0;1
76;3;0;1;2.75;1.12;0;0;0;1;1;0;0;1
77;3;0;0;1.92;1.6;0;0;0;1;1;0;0;1
78;0;0;1;74.14;4.68;0;0;0;1;1;0;0;1
79;0;0;1;60.04;1.05;0;0;0;1;1;0;0;1
80;0;0;1;40.78;5.74;0;0;0;1;1;0;0;1
81;1;0;0;77.6;0.44;0;0;0;1;1;0;1;0
82;0;0;0;68.3;0.69;0;0;0;1;1;0;1;0
83;5;1;0;69.35;1.03;0;0;0;1;1;0;1;0
84;0;0;1;48.47;7.37;0;0;0;1;1;0;0;1
85;0;0;1;34.71;5.55;0;0;0;1;1;0;0;1
86;0;0;1;15.06;4.95;0;0;0;1;1;0;0;1
87;1;0;0;68.3;0.69;0;0;0;1;1;0;1;0
88;0;0;0;50.89;1.17;0;0;0;1;1;0;0;1
89;1;0;1;8.87;0.69;0;0;0;1;1;0;0;1
90;1;0;0;59.97;0.62;0;0;0;1;1;0;1;0
91;5;1;1;22.58;0.98;0;0;0;1;1;0;0;1
92;0;0;1;55.35;1.3;0;0;0;1;1;0;0;1
93;1;0;0;77.03;0.66;0;0;0;1;1;0;0;0
94;1;0;0;64.48;0.59;0;0;0;1;1;0;1;0
95;0;1;0;42.56;0.71;0;0;0;1;1;0;0;1
96;1;1;0;42.78;0.79;0;0;0;1;1;0;1;0
97;0;0;0;33.16;1.08;0;0;0;1;0;0;0;1
98;0;0;1;70.78;4.54;0;0;0;1;0;0;0;1
99;5;0;1;65.78;5.87;0;0;0;1;0;1;0;1
100;0;1;0;18.59;1.01;0;0;0;1;1;0;1;0
101;1;0;0;70.14;0.91;0;0;0;1;1;0;1;0
102;5;0;1;30.82;7.32;0;0;0;1;1;0;0;1
103;1;1;0;53.57;1.07;0;0;0;1;1;0;1;0
104;1;0;0;53.45;1.33;0;0;0;1;1;0;1;0
105;5;0;1;43.72;7.21;0;0;0;1;1;0;0;1
106;5;0;1;77.95;6.9;0;0;0;1;1;0;0;1
107;1;0;0;39.79;0.75;0;0;0;1;1;0;0;0
108;5;0;1;44.93;7.05;0;0;0;1;1;0;0;1
109;0;0;0;25.09;2.78;0;0;0;1;1;0;0;1
110;1;0;1;75.89;1.49;0;0;0;1;1;0;0;1
111;0;0;1;7.94;5.04;0;0;0;1;0;1;0;1
112;1;0;0;71.09;0.62;0;0;0;1;0;1;0;0
113;0;0;1;78.22;2.57;0;0;0;1;0;1;0;1
114;0;0;1;24.02;5.53;0;0;0;1;0;1;0;1
115;0;0;1;4.48;2.74;0;0;0;1;0;1;0;1
116;0;0;1;40.67;7.15;0;0;0;1;0;1;0;1
117;1;1;0;62.05;0.55;0;0;0;1;0;1;1;0
118;0;0;1;14.02;3.32;0;0;0;1;0;1;0;1
119;0;0;1;51.81;7.29;0;0;0;1;0;1;0;1
120;1;0;0;12.88;1.2;0;0;0;1;0;1;1;0
121;1;0;0;17.02;0.55;0;0;0;1;0;1;0;0
122;0;0;1;86.99;6.92;0;0;0;1;0;1;0;1
123;0;1;1;27.06;7.3;0;0;0;1;0;1;0;1
124;0;0;1;52.38;7.03;0;0;0;1;0;1;0;1
125;0;0;1;54.36;7.19;0;0;0;1;0;1;0;1
126;0;0;1;85.53;3.98;0;0;0;1;0;1;0;1
127;0;0;1;23.25;7.19;0;0;0;1;0;1;0;1
128;0;0;1;18.52;7.08;0;0;0;1;0;1;0;1
129;5;0;0;48.67;0.71;0;0;0;1;0;1;1;0
130;0;0;1;11.44;7.29;0;0;0;1;0;1;0;1
131;0;0;1;71.75;2.71;0;0;0;1;0;1;0;1
132;0;0;1;3.09;5.97;0;0;0;1;0;1;0;1
133;5;0;1;17.71;7.22;0;0;0;1;0;1;0;1
134;5;0;1;65.36;7.07;0;0;0;1;0;1;0;1
135;1;1;0;70.94;0.45;0;0;0;1;0;1;1;0
136;1;0;0;59.07;0.81;0;0;0;1;0;1;1;0
137;5;0;1;51.28;7.21;0;0;0;1;0;1;0;1
138;0;1;1;42.97;0.86;0;0;0;1;0;1;0;1
139;1;1;0;71.09;0.62;0;0;0;1;0;1;1;0
140;1;1;0;57.01;0.77;0;0;0;1;1;0;1;0
141;1;0;0;29.62;0.54;0;0;0;1;1;0;0;0
142;5;0;1;64.78;7.05;0;0;0;1;1;0;0;1
143;0;0;1;60.91;7.17;0;0;0;1;1;0;0;1
144;0;0;1;41.88;7.14;0;0;0;1;1;0;0;1
145;0;0;1;49.65;7.38;0;0;0;1;1;0;0;1
146;0;1;1;58.14;1.2;0;0;0;1;1;0;0;1
147;5;1;0;70.94;0.45;0;0;0;1;1;0;1;0
148;0;0;1;80.97;3.69;0;0;0;1;1;0;0;1
149;1;0;1;59.97;0.62;0;0;0;1;1;0;0;1
150;5;0;1;22.85;7.17;0;0;0;1;1;0;0;1
151;1;0;0;75.89;0.61;0;0;0;1;1;0;1;0
152;1;1;0;83.85;0.38;0;0;0;1;1;0;1;0
153;0;0;1;24.8;7.28;0;0;0;1;1;0;0;1
154;1;0;0;20.31;0.62;0;0;0;1;1;0;0;0
155;5;0;1;53.98;7.48;0;0;0;1;1;0;0;1
156;0;0;1;7.81;7.49;0;0;0;1;1;0;0;1
157;1;0;0;40.97;0.98;0;0;0;1;1;0;1;0
158;1;0;0;26.86;0.83;0;0;0;1;1;0;1;0
159;0;0;1;30.72;5.56;0;0;0;1;1;0;0;1
160;1;1;0;80.91;0.6;0;0;0;1;1;0;1;0
161;1;0;0;39.79;0.75;0;0;0;1;1;0;1;0
162;0;0;1;69.11;4.64;0;0;0;1;1;0;0;1
163;0;0;1;67.16;4.13;0;0;0;1;1;0;0;1
164;0;0;1;74.55;0.56;0;0;0;1;1;0;0;1
165;0;0;0;23.85;0.93;0;0;0;1;1;0;1;0
166;1;0;0;67.28;0.52;0;0;0;1;1;0;0;0
167;5;0;1;83.15;1.24;0;0;0;1;0;1;0;1
168;1;0;0;52.08;0.68;0;0;0;1;0;1;1;0
169;1;1;0;66.54;0.64;0;0;0;1;0;1;1;0
170;5;0;0;15.55;2.0;0;0;0;1;0;1;1;0
171;0;0;1;33.85;7.31;0;0;0;1;0;1;0;1
172;1;1;0;55.84;0.65;0;0;0;1;0;1;1;0
173;0;0;1;31.89;4.87;0;0;0;1;0;1;0;1
174;0;0;1;26.76;5.47;0;0;0;1;0;1;0;1
175;0;0;1;23.19;7.48;0;0;0;1;0;1;0;1
176;0;0;1;13.89;7.36;0;0;0;1;0;1;0;1
177;5;0;0;32.3;1.7;0;0;0;1;0;1;1;0
178;0;0;1;49.11;5.24;0;0;0;1;0;1;0;1
179;0;1;0;17.29;2.52;0;0;0;1;0;1;0;1
180;5;0;1;3.17;3.87;0;0;0;1;0;1;0;1
181;5;0;1;23.89;8.47;0;0;0;1;0;1;0;1
182;0;0;1;13.57;7.08;0;0;0;1;0;1;0;1
183;0;0;0;9.3;3.31;0;0;0;1;0;1;1;0
184;1;0;1;22.03;0.86;0;0;0;1;0;1;0;1
185;5;0;1;23.3;7.31;0;0;0;1;0;1;0;1
186;0;0;1;20.03;1.88;0;0;0;1;0;1;0;1
187;0;0;0;53.57;1.07;0;0;0;1;0;1;1;0
188;0;0;1;38.97;2.13;0;0;0;1;0;1;0;1
189;0;0;1;25.15;5.04;0;0;0;1;0;1;0;1
190;0;0;0;8.46;1.46;0;0;0;1;0;1;1;0
191;0;0;1;17.7;5.64;0;0;0;1;0;1;0;1
192;0;0;1;9.48;1.95;0;0;0;1;0;1;0;1
193;0;0;1;21.28;7.38;0;0;0;1;0;1;0;1
194;1;0;0;36.52;0.72;0;0;0;1;0;1;1;0
195;0;0;1;24.48;7.5;0;0;0;1;0;1;0;1
196;1;0;0;69.83;0.74;0;0;0;1;0;1;0;0
197;5;1;0;15.13;1.44;0;0;0;1;0;1;1;0
198;0;0;1;21.5;7.16;0;0;0;1;0;1;0;1
199;0;0;1;62.05;2.73;0;0;0;1;0;1;0;1
200;3;0;1;77.03;0.66;0;0;0;1;0;1;0;1
201;5;0;0;5.75;1.07;0;0;0;1;0;1;0;1
202;0;0;1;14.78;4.83;0;0;0;1;0;1;0;1
203;0;0;1;20.6;7.0;0;0;0;1;0;1;0;1
204;0;0;1;26.68;7.28;0;0;0;1;0;1;0;1
205;0;0;0;8.12;3.41;0;0;0;1;0;1;1;0
206;5;0;1;16.24;8.62;0;0;0;1;0;1;0;1
207;0;0;1;63.42;7.07;0;0;0;1;0;1;0;1
208;0;0;0;72.93;2.52;0;0;0;1;0;1;0;1
209;0;1;1;0.41;7.53;0;0;0;1;0;1;0;1
210;0;0;0;83.93;1.4;0;0;0;1;0;1;0;1
211;0;0;1;51.94;4.69;0;0;0;1;0;1;0;1
212;0;0;1;27.09;4.82;0;0;0;1;0;1;0;1
213;0;1;1;86.41;0.64;0;0;0;1;0;1;0;1
214;0;0;1;19.83;4.74;0;0;0;1;0;1;0;1
215;0;0;0;25.62;1.24;0;0;0;1;0;1;0;1
216;0;0;1;31.84;7.21;0;0;0;1;0;1;0;1
217;0;0;1;32.07;7.16;0;0;0;1;0;1;0;1
218;0;0;1;0.92;3.33;0;0;0;1;0;1;0;1
219;0;0;1;0.83;3.7;0;0;0;1;0;1;0;1
220;5;0;0;34.35;1.61;0;0;0;1;0;1;1;0
221;0;0;0;66.07;2.75;0;0;0;1;0;1;1;0
222;0;0;1;45.0;3.71;0;0;0;1;0;1;0;1
223;1;0;0;39.39;1.1;0;0;0;1;0;1;1;0
224;1;0;0;64.77;0.47;0;0;0;1;0;1;1;0
225;3;0;1;36.39;0.45;0;0;0;1;0;1;0;1
226;0;0;0;7.81;1.18;0;0;0;1;0;1;1;0
227;0;1;1;66.03;0.76;0;0;0;1;0;1;0;1
228;1;1;0;59.07;0.81;0;0;0;1;0;1;1;0
229;0;0;0;13.66;1.81;0;0;0;1;0;1;1;0
230;1;1;0;54.7;0.72;0;0;0;1;0;1;1;0
231;0;0;1;5.18;4.15;0;0;0;1;0;1;0;1
232;0;0;1;71.17;3.96;0;0;0;1;0;1;0;1
233;0;0;1;28.88;4.66;0;0;0;1;0;1;0;1
234;5;0;0;21.42;1.03;0;0;0;1;0;1;1;0
235;1;1;0;59.07;0.81;0;0;0;1;0;1;1;0
236;3;0;1;73.72;2.06;0;0;0;1;0;1;0;1
237;0;0;1;45.61;3.6;0;0;0;1;0;1;0;1
238;0;0;1;5.56;4.42;0;0;0;1;0;1;0;1
239;0;0;1;44.96;5.23;0;0;0;1;0;1;0;1
240;0;0;1;29.91;5.26;0;0;0;1;0;1;0;1
241;5;0;1;56.82;7.55;0;0;0;1;1;0;0;1
242;5;0;1;67.95;6.99;0;0;0;1;1;0;0;1
243;1;0;1;59.07;0.81;0;0;0;1;1;0;0;1
244;0;0;1;71.61;5.42;0;0;0;1;1;0;0;1
245;1;1;0;42.97;0.86;0;0;0;1;1;0;0;0
246;1;0;1;72.56;0.67;0;0;0;1;1;0;0;1
247;0;0;1;80.54;5.49;0;0;0;1;1;0;0;1
248;1;0;0;34.3;0.57;0;0;0;1;1;0;1;0
249;0;0;1;80.43;4.13;0;0;0;1;1;0;0;1
250;5;0;1;80.22;6.58;0;0;0;1;1;0;0;1
251;0;0;1;65.38;5.01;0;0;0;1;1;0;0;1
252;0;0;1;26.72;6.31;0;0;0;1;1;0;0;1
253;1;1;0;54.7;0.72;0;0;0;1;1;0;1;0
254;0;0;1;33.47;5.15;0;0;0;1;1;0;0;1
255;0;0;1;33.45;3.98;0;0;0;1;1;0;0;1
256;0;1;1;10.2;7.26;0;0;0;1;1;0;0;1
257;0;0;1;75.03;4.33;0;0;0;1;1;0;0;1
258;0;0;1;16.61;7.12;0;0;0;1;1;0;0;1
259;1;0;0;61.7;0.43;0;0;0;1;1;0;1;0
260;5;0;0;8.28;9.67;0;0;0;1;1;0;1;0
261;5;0;1;82.9;5.99;0;0;0;1;1;0;0;1
262;0;1;1;2.72;3.38;0;0;0;1;1;0;0;1
263;0;0;0;4.79;1.28;0;0;0;1;1;0;1;0
264;0;1;1;9.45;3.59;0;0;0;1;1;0;0;1
265;0;0;0;18.55;1.18;0;0;0;1;1;0;1;0
266;0;0;0;1.31;4.67;0;0;0;1;1;0;0;1
267;5;0;0;17.4;1.79;0;0;0;1;1;0;0;1
268;1;0;1;45.76;0.6;0;0;0;1;1;0;0;1
269;0;0;1;64.0;3.04;0;0;0;1;1;0;0;1
270;1;0;1;45.58;0.75;0;0;0;1;1;0;0;1
271;1;0;1;52.08;0.68;0;0;0;1;1;0;0;1
272;1;0;1;59.17;0.5;0;0;0;1;1;0;0;1
273;5;0;0;47.55;1.82;0;0;0;1;1;0;0;0
274;5;0;0;5.6;2.75;0;0;0;1;1;0;0;0
275;3;0;1;13.48;1.15;0;0;0;1;1;0;0;1
276;0;1;1;61.2;0.98;0;0;0;1;1;0;0;1
277;1;0;1;45.58;0.75;0;0;0;1;1;0;0;1
278;1;0;1;62.44;0.79;0;0;0;1;1;0;0;1
279;0;0;1;36.54;7.29;0;0;0;1;1;0;0;1
280;1;0;1;50.76;0.83;0;0;0;1;1;0;0;1
281;1;1;1;38.52;0.95;0;0;0;1;1;0;0;1
282;0;1;1;48.67;1.85;0;0;0;1;1;0;0;1
283;1;0;1;62.65;1.03;0;0;0;1;0;0;0;1
284;0;1;1;22.55;1.68;0;0;0;1;0;0;0;1
285;1;0;1;71.09;0.62;0;0;0;1;0;0;0;1
286;3;1;1;17.18;1.45;0;0;0;1;0;0;0;1
287;1;1;1;3.04;1.01;0;0;0;1;0;0;0;1
288;0;0;1;15.1;0.82;0;0;0;1;0;0;0;1
289;1;1;0;17.33;0.72;0;0;0;1;0;0;1;0
290;3;1;1;23.62;1.34;0;0;0;1;0;0;0;1
291;1;0;0;55.84;0.65;0;0;0;1;0;0;1;0
292;0;0;1;16.34;1.33;0;0;0;1;0;0;0;1
293;1;1;0;80.91;0.6;0;0;0;1;0;0;1;0
294;0;1;0;57.01;0.77;0;0;0;1;0;0;0;1
295;1;1;0;45.61;3.6;0;0;0;1;0;0;1;0
296;0;0;1;57.86;0.89;0;0;0;1;0;0;0;1
297;1;1;1;65.66;0.88;0;0;0;1;0;0;0;1
298;1;1;0;62.44;0.79;0;0;0;1;0;0;1;0
299;0;1;1;75.89;0.83;0;0;0;1;0;0;0;1
300;0;0;1;2.05;7.48;0;0;0;1;1;0;0;1
301;0;0;1;47.32;7.29;0;0;0;1;1;0;0;1
302;3;0;1;58.61;1.32;0;0;0;1;1;0;0;1
303;0;0;0;53.68;1.8;0;0;0;1;1;0;1;0
304;0;0;1;51.69;7.1;0;0;0;1;1;0;0;1
305;0;0;1;82.52;4.86;0;0;0;1;1;0;0;1
306;0;0;1;63.18;4.86;0;0;0;1;1;0;0;1
307;5;0;1;26.53;4.44;0;0;0;1;1;0;0;1
308;1;0;0;68.45;0.4;0;0;0;1;1;0;0;0
309;1;1;0;62.05;0.55;0;0;0;1;1;0;1;0
310;0;0;1;76.31;3.58;0;0;0;1;1;0;0;1
311;0;0;1;58.46;4.4;0;0;0;1;1;0;0;1
312;1;0;0;59.07;0.81;0;0;0;1;1;0;1;0
313;1;1;0;42.97;0.86;0;0;0;1;1;0;1;0
314;1;0;0;60.52;0.74;0;0;0;1;0;1;1;0
315;0;0;1;23.06;3.15;0;0;0;1;0;1;0;1
316;0;0;0;66.26;1.17;0;0;0;1;0;1;0;1
317;1;1;0;54.7;0.72;0;0;0;1;0;1;1;0
318;0;0;1;48.19;6.04;0;0;0;1;0;1;0;1
319;0;0;1;39.79;3.77;0;0;0;1;0;1;0;1
320;0;0;1;0.0;4.78;0;0;0;1;0;1;0;1
321;0;0;1;76.16;5.57;0;0;0;1;0;1;0;1
322;0;0;1;47.98;5.05;0;0;0;1;0;1;0;1
323;5;1;0;40.74;4.1;0;0;0;1;0;1;1;0
324;0;0;1;10.7;4.04;0;0;0;1;0;1;0;1
325;0;0;1;87.88;6.92;0;0;0;1;0;1;0;1
326;1;0;0;45.46;0.9;0;0;0;1;0;1;1;0
327;3;0;1;14.18;0.87;0;0;0;1;0;1;0;1
328;0;0;1;7.11;3.89;0;0;0;1;0;1;0;1
329;1;1;0;59.97;0.62;0;0;0;1;0;1;1;0
330;0;0;1;4.14;3.71;0;0;0;1;0;1;0;1
331;1;0;0;64.48;0.59;0;0;0;1;0;1;1;0
332;5;0;0;32.14;1.51;0;0;0;1;0;1;0;1
333;0;0;1;52.74;7.27;0;0;0;1;0;1;0;1
334;0;0;1;13.31;6.52;0;0;0;1;0;1;0;1
335;5;0;0;64.48;0.59;0;0;0;1;0;1;0;0
336;5;1;0;27.18;0.47;0;0;0;1;0;1;0;1
337;0;0;0;14.14;1.1;0;0;0;1;0;1;0;1
338;0;0;0;51.36;0.75;0;0;0;1;0;1;0;1
339;1;0;1;68.3;0.69;0;0;0;1;0;1;0;1
340;0;1;0;54.7;0.72;0;0;0;1;0;1;0;1
341;0;0;1;26.12;7.3;0;0;0;1;0;1;0;1
342;0;0;1;51.99;7.41;0;0;0;1;0;1;0;1
343;1;1;0;78.94;0.49;0;0;0;1;0;1;1;0
344;1;0;0;55.7;0.45;0;0;0;1;0;1;0;0
345;5;0;0;75.28;1.22;0;0;0;1;0;1;1;0
346;0;0;1;1.06;2.89;0;0;0;1;0;1;0;1
347;0;0;1;33.16;5.39;0;0;0;1;0;1;0;1
348;5;0;0;10.1;0.92;0;0;0;1;0;1;1;0
349;5;0;0;60.04;1.05;0;0;0;1;0;1;1;0
350;0;0;1;82.23;1.89;0;0;0;1;0;1;0;1
351;5;0;0;16.14;0.77;0;0;0;1;0;1;0;1
352;5;1;0;42.29;0.64;0;0;0;1;0;1;1;0
353;1;1;1;66.54;0.64;0;0;0;1;0;1;0;1
354;1;1;0;62.05;0.55;0;0;0;1;0;1;1;0
355;1;0;1;62.28;0.67;0;0;0;1;0;1;0;1
356;0;0;0;48.67;0.71;0;0;0;1;0;1;0;1
357;0;0;1;7.63;7.27;0;0;0;1;0;1;0;1
358;0;0;1;20.7;7.12;0;0;0;1;0;1;0;1
359;1;1;0;76.6;3.19;0;0;0;1;0;1;1;0
360;5;0;0;66.54;0.64;0;0;0;1;0;1;0;0
361;5;0;1;75.16;7.09;0;0;0;1;0;1;0;1
362;5;1;0;64.28;0.71;0;0;0;1;0;1;1;0
363;5;0;1;14.61;7.22;0;0;0;1;0;1;0;1
364;0;0;1;5.61;7.13;0;0;0;1;0;1;0;1
365;0;0;1;33.07;0.88;0;0;0;1;0;1;0;1
366;0;0;1;16.75;1.67;0;0;0;1;0;1;0;1
367;5;0;1;61.26;7.03;0;0;0;1;0;1;0;1
368;0;0;1;43.36;1.09;0;0;0;1;0;1;0;1
369;0;0;1;6.89;7.15;0;0;0;1;0;1;0;1
370;1;1;1;46.07;0.45;0;0;0;1;0;1;0;1
371;1;0;0;57.01;0.77;0;0;0;1;0;1;1;0
372;5;0;1;6.03;7.13;0;0;0;1;0;1;0;1
373;1;0;0;71.09;0.62;0;0;0;1;0;1;1;0
374;1;0;1;61.2;0.98;0;0;0;1;0;1;0;1
375;0;0;1;50.89;7.32;0;0;0;1;0;1;0;1
376;0;0;1;19.6;7.19;0;0;0;1;0;1;0;1
377;0;0;1;61.5;7.19;0;0;0;1;0;1;0;1
378;0;0;1;67.64;5.91;0;0;0;1;0;1;0;1
379;5;1;0;70.94;0.45;0;0;0;1;0;1;0;1
380;1;0;1;15.52;0.6;0;0;0;1;0;1;0;1
381;0;0;1;52.46;5.81;0;0;0;1;0;1;0;1
382;0;0;1;18.53;1.35;0;0;0;1;0;1;0;1
383;5;0;1;27.74;8.75;0;0;0;1;0;1;0;1
384;1;0;0;58.33;0.69;0;0;0;1;0;1;1;0
385;0;0;1;29.77;5.07;0;0;0;1;0;1;0;1
386;1;0;0;52.99;0.6;0;0;0;1;0;1;1;0
387;5;0;0;66.54;0.64;0;0;0;1;0;1;0;0
388;0;0;1;65.66;0.88;0;0;0;1;0;1;0;1
389;0;0;1;46.86;7.86;0;0;0;1;0;1;0;1
390;1;1;0;62.44;0.79;0;0;0;1;0;1;1;0
391;0;0;1;35.8;7.42;0;0;0;1;0;1;0;1
392;0;0;1;50.2;1.32;0;0;0;1;0;1;0;1
393;0;0;1;25.16;7.18;0;0;0;1;0;1;0;1
394;1;0;1;37.61;0.53;0;0;0;1;0;1;0;1
395;0;0;1;51.76;7.03;0;0;0;1;0;1;0;1
396;0;0;1;47.75;0.94;0;0;0;1;0;1;0;1
397;1;1;0;59.97;0.62;0;0;0;1;0;1;1;0
398;0;0;1;64.69;4.5;0;0;0;1;0;1;0;1
399;0;0;1;17.97;7.12;0;0;0;1;0;1;0;1
400;0;0;1;30.73;6.19;0;0;0;1;0;1;0;1
401;5;1;0;29.91;1.29;0;0;0;1;0;1;1;0
402;1;0;1;62.65;1.03;0;0;0;1;0;1;0;1
403;0;0;1;6.79;7.25;0;0;0;1;0;1;0;1
404;0;0;1;86.1;6.93;0;0;0;1;0;1;0;1
405;0;0;1;13.34;2.09;0;0;0;1;0;1;0;1
406;1;0;0;66.54;0.64;0;0;0;1;0;1;1;0
407;1;1;0;55.84;0.65;0;0;0;1;0;1;1;0
408;1;0;1;62.05;0.55;0;0;0;1;0;1;0;1
409;0;0;1;10.08;7.04;0;0;0;1;0;1;0;1
410;1;1;0;67.57;0.81;0;0;0;1;0;1;1;0
411;0;0;1;55.17;7.05;0;0;0;1;0;1;0;1
412;1;0;0;66.54;0.64;0;0;0;1;0;1;1;0
413;1;0;0;54.15;0.53;0;0;0;1;0;1;1;0
414;0;0;0;4.31;2.85;0;0;0;1;0;1;1;0
415;5;0;0;29.62;0.54;0;0;0;1;0;1;1;0
416;0;0;1;25.98;2.2;0;0;0;1;0;1;0;1
417;0;1;0;16.82;1.11;0;0;0;1;0;1;1;0
418;0;0;1;35.76;7.15;0;0;0;1;0;1;0;1
419;0;1;1;72.93;0.5;0;0;0;1;0;1;0;1
420;0;0;1;60.1;3.21;0;0;0;1;0;1;0;1
421;1;0;0;49.7;0.56;0;0;0;1;0;1;1;0
422;0;0;1;41.27;7.15;0;0;0;1;0;1;0;1
423;0;0;1;66.54;0.64;0;0;0;1;0;1;0;1
424;1;1;0;22.73;0.28;0;0;0;1;0;1;1;0
425;1;0;0;62.44;0.79;0;0;0;1;0;0;0;0
426;1;1;0;75.89;0.61;0;0;0;1;0;0;1;0
427;0;1;0;74.93;0.78;0;0;0;1;0;0;0;1
428;5;0;1;88.8;4.5;0;0;0;1;0;0;0;1
429;0;0;1;83.3;4.96;0;0;0;1;0;0;0;1
430;1;0;1;66.03;0.76;0;0;0;1;0;0;0;1
431;0;0;1;68.3;0.69;0;0;0;1;0;0;0;1
432;1;0;0;29.62;0.54;0;0;0;1;0;0;0;0
433;1;0;1;66.03;0.76;0;0;0;1;0;0;0;1
434;1;0;0;74.93;0.78;0;0;0;1;0;0;1;0
