;ShotType;Transition;TwoLegged;Angle;Distance;competition_EURO;competition_NBA;competition_SLO1;competition_U14;playertype_F;playertype_G;movement_dribble or cut;movement_no
1236;5;0;0;55.03;2.42;0;0;0;0;1;0;1;0
1237;0;0;1;74.17;3.9;0;0;0;0;1;0;0;1
1238;0;0;1;26.31;7.37;0;0;0;0;1;0;0;1
1239;0;0;1;86.79;6.98;0;0;0;0;1;0;0;1
1240;0;0;1;19.05;7.22;0;0;0;0;1;0;0;1
1241;0;1;0;65.66;0.88;0;0;0;0;1;0;1;0
1242;5;0;0;5.75;1.07;0;0;0;0;1;0;1;0
1243;0;1;1;87.6;7.14;0;1;0;0;0;1;0;1
1244;0;0;1;26.06;2.6;0;1;0;0;0;1;0;1
1245;0;0;1;82.22;7.09;0;1;0;0;0;1;0;1
1246;0;0;1;31.73;7.35;0;1;0;0;0;1;0;1
1247;0;0;1;62.94;5.38;0;1;0;0;0;1;0;1
1248;0;0;1;58.72;7.26;0;1;0;0;0;1;0;1
1249;0;0;1;42.06;4.63;0;1;0;0;0;1;0;1
1250;0;0;1;60.12;7.34;0;1;0;0;0;1;0;1
1251;0;0;1;27.15;7.39;0;1;0;0;0;1;0;1
1252;0;0;1;31.87;7.42;0;1;0;0;0;1;0;1
1253;0;0;1;86.7;7.09;0;1;0;0;0;1;0;1
1254;1;0;1;46.83;0.6;0;1;0;0;0;1;0;1
1255;0;0;1;0.59;5.26;0;1;0;0;0;1;0;1
1256;1;0;1;48.09;1.02;0;1;0;0;0;1;0;1
1257;4;0;1;9.22;1.7;0;1;0;0;0;1;0;1
1258;0;0;1;28.48;5.48;0;1;0;0;0;1;0;1
1259;0;0;1;7.52;2.08;0;1;0;0;0;1;0;1
1260;1;0;1;0.0;1.18;0;1;0;0;0;1;0;1
1261;5;0;0;12.79;0.98;0;1;0;0;1;0;0;1
1262;4;0;1;0.0;1.12;0;1;0;0;1;0;0;1
1263;5;0;1;53.02;0.95;0;1;0;0;1;0;0;1
1264;3;0;1;7.3;0.86;0;1;0;0;1;0;0;1
1265;0;0;1;34.32;7.43;0;1;0;0;0;1;0;1
1266;0;0;1;12.62;7.48;0;1;0;0;0;1;0;1
1267;0;1;1;85.36;7.1;0;1;0;0;0;1;0;1
1268;0;0;1;33.68;5.99;0;1;0;0;1;0;0;1
1269;5;0;1;62.39;3.38;0;1;0;0;1;0;0;1
1270;0;0;1;56.48;4.83;0;1;0;0;1;0;0;1
1271;0;0;1;32.43;5.38;0;1;0;0;1;0;0;1
1272;0;0;1;42.11;5.6;0;1;0;0;1;0;0;1
1273;0;1;1;20.8;7.51;0;1;0;0;1;0;0;1
1274;0;1;1;27.15;7.39;0;1;0;0;1;0;0;1
1275;0;0;1;38.65;6.45;0;1;0;0;1;0;0;1
1276;0;0;1;40.88;7.32;0;1;0;0;1;0;0;1
1277;0;0;1;64.1;4.72;0;1;0;0;1;0;0;1
1278;0;0;1;18.69;3.4;0;1;0;0;1;0;0;1
1279;0;0;1;64.16;5.87;0;1;0;0;1;0;0;1
1280;0;1;1;36.34;7.35;0;1;0;0;1;0;0;1
1281;0;0;1;37.36;7.45;0;1;0;0;1;0;0;1
1282;0;0;1;48.94;5.49;0;1;0;0;1;0;0;1
1283;0;0;1;67.87;6.93;0;1;0;0;1;0;0;1
1284;0;0;1;82.77;5.87;0;1;0;0;1;0;0;1
1285;5;0;1;23.48;5.19;0;1;0;0;1;0;0;1
1286;0;0;1;10.64;5.01;0;1;0;0;1;0;0;1
1287;0;0;1;43.09;6.29;0;1;0;0;1;0;0;1
1288;0;0;1;48.5;5.52;0;1;0;0;1;0;0;1
1289;0;0;1;14.81;1.28;0;1;0;0;1;0;0;1
1290;5;1;0;12.79;0.98;0;1;0;0;1;0;1;0
1291;0;0;1;13.82;5.92;0;1;0;0;1;0;0;1
1292;0;0;1;69.58;5.75;0;1;0;0;1;0;0;1
1293;0;1;0;36.37;0.92;0;1;0;0;1;0;1;0
1294;0;0;1;56.71;4.56;0;1;0;0;1;0;0;1
1295;0;0;0;72.49;1.54;0;1;0;0;1;0;0;1
1296;0;0;1;72.64;5.25;0;1;0;0;1;0;0;1
1297;0;0;1;67.87;7.23;0;1;0;0;1;0;0;1
1298;1;1;0;54.64;0.8;0;1;0;0;1;0;1;0
1299;0;0;1;11.03;5.97;0;1;0;0;1;0;0;1
1300;0;0;1;2.68;5.81;0;1;0;0;1;0;0;1
1301;5;0;1;4.55;0.69;0;1;0;0;0;0;0;1
1302;0;0;1;31.55;4.68;0;1;0;0;0;0;0;1
1303;4;0;1;65.46;0.72;0;1;0;0;0;0;0;1
1304;4;0;1;46.58;0.67;0;1;0;0;0;0;0;1
1305;0;0;1;22.15;1.15;0;1;0;0;0;0;0;1
1306;3;0;1;2.42;1.29;0;1;0;0;0;0;0;1
1307;3;0;1;13.6;1.16;0;1;0;0;0;0;0;1
1308;0;0;1;0.56;5.53;0;1;0;0;0;0;0;1
1309;0;0;1;12.28;5.89;0;1;0;0;0;0;0;1
1310;0;0;1;25.96;5.97;0;1;0;0;1;0;0;1
1311;0;0;1;49.88;6.62;0;1;0;0;1;0;0;1
1312;0;0;1;57.34;6.27;0;1;0;0;1;0;0;1
1313;0;1;0;69.56;2.9;0;1;0;0;1;0;1;0
1314;0;0;1;41.87;7.5;0;1;0;0;1;0;0;1
1315;0;0;1;25.09;5.14;0;1;0;0;1;0;0;1
1316;0;0;1;19.37;7.38;0;1;0;0;1;0;0;1
1317;0;0;1;12.03;7.57;0;1;0;0;1;0;0;1
1318;2;0;1;49.58;0.71;0;1;0;0;1;0;0;1
1319;1;0;1;55.76;0.92;0;1;0;0;1;0;0;1
1320;2;0;1;56.77;0.85;0;1;0;0;1;0;0;1
1321;1;1;0;52.25;0.76;0;1;0;0;1;0;1;0
1322;1;1;1;31.64;0.42;0;1;0;0;1;0;0;1
1323;0;0;1;38.43;5.87;0;1;0;0;1;0;0;1
1324;0;1;1;27.69;0.59;0;1;0;0;1;0;0;1
1325;3;0;0;62.29;1.35;0;1;0;0;1;0;0;1
1326;0;0;1;30.93;7.41;0;1;0;0;1;0;0;1
1327;0;0;1;88.45;6.97;0;1;0;0;1;0;0;1
1328;0;0;1;85.74;6.99;0;1;0;0;1;0;0;1
1329;0;0;1;85.78;7.04;0;1;0;0;1;0;0;1
1330;5;0;0;0.0;1.29;0;1;0;0;1;0;0;0
1331;0;0;1;87.14;7.08;0;1;0;0;1;0;0;1
1332;0;0;1;84.48;7.11;0;1;0;0;1;0;0;1
1333;0;0;1;87.99;6.92;0;1;0;0;1;0;0;1
1334;3;0;1;57.98;0.77;0;1;0;0;0;1;0;1
1335;0;0;1;61.05;3.23;0;1;0;0;1;0;0;1
1336;5;0;0;0.75;4.16;0;1;0;0;0;0;1;0
1337;0;0;1;16.06;7.48;0;1;0;0;0;1;0;1
1338;0;0;1;80.67;7.28;0;1;0;0;0;1;0;1
1339;0;0;1;0.78;7.96;0;1;0;0;0;0;0;1
1340;0;1;1;54.64;7.27;0;1;0;0;1;0;0;1
1341;0;0;1;8.0;6.25;0;1;0;0;0;1;0;1
1342;3;0;1;21.37;5.53;0;1;0;0;0;1;0;1
1343;0;1;1;11.85;6.89;0;1;0;0;0;1;0;1
1344;0;0;1;18.17;6.98;0;1;0;0;0;0;0;1
1345;0;0;1;21.37;5.53;0;1;0;0;0;0;0;1
1346;5;0;0;55.12;2.26;0;1;0;0;0;1;0;1
1347;0;0;1;30.27;5.83;0;1;0;0;0;1;0;1
1348;0;0;1;1.9;6.58;0;1;0;0;0;1;0;1
1349;0;1;0;9.19;1.36;0;1;0;0;0;1;1;0
1350;0;0;1;16.78;6.41;0;1;0;0;0;1;0;1
1351;1;0;1;51.86;1.11;0;1;0;0;0;1;0;1
1352;0;0;1;31.56;7.59;0;1;0;0;0;1;0;1
1353;0;0;1;4.63;4.72;0;1;0;0;0;1;0;1
1354;0;0;1;75.97;6.0;0;1;0;0;0;1;0;1
1355;0;0;1;41.89;7.58;0;1;0;0;0;1;0;1
1356;0;0;1;13.03;5.79;0;1;0;0;0;1;0;1
1357;1;1;0;3.44;0.91;0;1;0;0;0;1;1;0
1358;0;0;1;68.44;7.26;0;1;0;0;0;1;0;1
1359;5;0;0;38.46;1.23;0;1;0;0;0;1;1;0
1360;0;1;1;64.95;7.21;0;1;0;0;0;1;0;1
1361;0;0;1;24.7;7.42;0;1;0;0;0;1;0;1
1362;5;0;0;26.81;1.57;0;1;0;0;0;1;1;0
1363;0;0;1;75.62;7.19;0;1;0;0;0;1;0;1
1364;0;0;1;52.46;5.01;0;1;0;0;0;1;0;1
1365;0;0;0;19.86;0.96;0;1;0;0;0;1;1;0
1366;5;0;0;37.04;5.96;0;1;0;0;0;1;0;0
1367;0;1;1;30.5;7.51;0;1;0;0;0;1;0;1
1368;0;0;1;22.74;8.45;0;1;0;0;0;1;0;1
1369;0;0;1;5.0;7.49;0;1;0;0;0;1;0;1
1370;0;0;1;12.39;6.34;0;1;0;0;0;1;0;1
1371;0;0;1;79.07;7.1;0;1;0;0;0;1;0;1
1372;0;0;1;59.72;4.85;0;1;0;0;1;0;0;1
1373;0;0;1;3.46;3.61;0;1;0;0;0;1;0;1
1374;5;0;0;51.55;0.83;0;1;0;0;0;1;0;1
1375;0;0;0;1.55;2.01;0;1;0;0;0;1;1;0
1376;0;0;1;30.14;7.48;0;1;0;0;0;1;0;1
1377;0;1;1;0.84;7.41;0;1;0;0;0;1;0;1
1378;0;0;1;62.74;6.18;0;1;0;0;0;1;0;1
1379;0;1;1;65.31;5.33;0;1;0;0;0;1;0;1
1380;0;1;1;87.99;6.92;0;1;0;0;0;1;0;1
1381;0;0;0;9.53;1.64;0;1;0;0;0;1;1;0
1382;0;0;1;13.07;7.94;0;1;0;0;0;1;0;1
1383;0;0;1;8.21;6.48;0;1;0;0;0;1;0;1
1384;0;0;1;88.29;4.47;0;1;0;0;0;1;0;1
1385;5;0;0;52.97;1.23;0;1;0;0;1;0;0;0
1386;5;0;1;63.52;0.67;0;1;0;0;1;0;0;1
1387;0;0;1;30.11;6.08;0;1;0;0;1;0;0;1
1388;1;0;1;62.71;0.55;0;1;0;0;1;0;0;1
1389;0;0;1;47.0;5.28;0;1;0;0;1;0;0;1
1390;5;0;1;63.6;0.55;0;1;0;0;1;0;0;1
1391;0;0;1;75.23;3.55;0;1;0;0;1;0;0;1
1392;0;0;1;83.01;4.72;0;1;0;0;1;0;0;1
1393;0;0;1;1.9;6.58;0;1;0;0;1;0;0;1
1394;1;1;0;9.14;1.03;0;1;0;0;0;1;1;0
1395;0;0;1;14.6;5.83;0;1;0;0;0;1;0;1
1396;1;1;0;0.0;0.63;0;1;0;0;0;1;1;0
1397;4;0;1;46.38;0.75;0;1;0;0;0;1;0;1
1398;1;0;1;53.33;0.41;0;1;0;0;0;1;0;1
1399;2;0;1;60.82;0.5;0;1;0;0;0;1;0;1
1400;0;0;1;29.47;5.53;0;1;0;0;0;1;0;1
1401;4;0;1;71.16;1.27;0;1;0;0;0;0;0;1
1402;2;0;1;0.0;0.57;0;1;0;0;0;0;0;1
1403;3;0;1;22.71;2.12;0;1;0;0;0;0;0;1
1404;1;0;1;64.87;0.96;0;1;0;0;0;0;0;1
1405;3;0;1;70.17;1.04;0;1;0;0;0;0;0;1
1406;3;0;1;27.39;2.01;0;1;0;0;0;0;0;1
1407;3;1;1;23.55;7.36;0;1;0;0;0;0;0;1
1408;0;0;1;12.02;2.61;0;1;0;0;1;0;0;1
1409;0;0;1;49.79;3.28;0;1;0;0;1;0;0;1
1410;0;0;1;33.39;7.42;0;1;0;0;1;0;0;1
1411;0;0;1;19.66;1.78;0;1;0;0;1;0;0;1
1412;0;0;1;28.47;7.42;0;1;0;0;1;0;0;1
1413;0;0;1;46.58;7.57;0;1;0;0;1;0;0;1
1414;0;0;1;75.89;2.81;0;1;0;0;1;0;0;1
1415;0;0;1;34.84;6.0;0;1;0;0;1;0;0;1
1416;0;0;1;83.68;4.71;0;1;0;0;1;0;0;1
1417;1;0;1;46.38;0.75;0;1;0;0;1;0;0;1
1418;1;0;1;63.6;0.55;0;1;0;0;1;0;0;1
1419;0;0;1;87.67;4.63;0;1;0;0;1;0;0;1
1420;0;0;1;56.77;4.16;0;1;0;0;1;0;0;1
1421;0;0;1;16.3;1.75;0;1;0;0;1;0;0;1
1422;1;0;1;34.02;1.56;0;1;0;0;1;0;0;1
1423;0;0;1;80.59;4.86;0;1;0;0;1;0;0;1
1424;0;0;1;36.85;3.54;0;1;0;0;1;0;0;1
1425;0;0;1;4.94;5.06;0;1;0;0;1;0;0;1
1426;1;0;0;32.2;0.61;0;1;0;0;1;0;0;0
1427;3;0;1;42.2;2.19;0;1;0;0;1;0;0;1
1428;1;0;1;55.59;0.53;0;1;0;0;1;0;0;1
1429;0;0;1;0.0;1.62;0;1;0;0;1;0;0;1
1430;3;0;1;19.82;1.61;0;1;0;0;1;0;0;1
1431;1;0;1;79.88;0.5;0;1;0;0;1;0;0;1
1432;1;0;1;76.59;0.34;0;1;0;0;1;0;0;1
1433;0;0;1;72.49;1.54;0;1;0;0;1;0;0;1
1434;2;0;1;16.45;1.35;0;1;0;0;1;0;0;1
1435;4;0;1;63.46;0.79;0;1;0;0;0;0;0;1
1436;0;0;1;65.88;7.34;0;1;0;0;0;0;0;1
1437;0;0;1;75.13;4.17;0;1;0;0;0;0;0;1
1438;0;0;1;89.74;7.08;0;1;0;0;0;0;0;1
1439;0;0;1;77.71;7.35;0;1;0;0;0;0;0;1
1440;0;0;1;88.02;7.03;0;1;0;0;0;0;0;1
1441;0;0;1;34.07;6.41;0;1;0;0;0;0;0;1
1442;0;0;1;88.49;7.13;0;1;0;0;0;1;0;1
1443;0;0;0;52.92;1.77;0;1;0;0;0;1;1;0
1444;4;0;1;36.37;0.92;0;1;0;0;0;1;0;1
1445;1;0;1;49.58;0.71;0;1;0;0;0;1;0;1
1446;1;0;0;29.98;0.98;0;1;0;0;0;1;1;0
1447;0;0;1;44.12;5.94;0;1;0;0;0;1;0;1
1448;0;0;0;2.91;1.07;0;1;0;0;0;1;0;1
1449;0;0;1;84.92;7.1;0;1;0;0;0;1;0;1
1450;0;0;0;46.53;1.88;0;1;0;0;0;1;0;1
1451;5;0;0;28.21;3.34;0;1;0;0;0;1;0;0
1452;1;0;0;7.3;0.86;0;1;0;0;0;1;1;0
1453;0;0;1;45.87;6.52;0;1;0;0;0;1;0;1
1454;0;0;1;49.19;7.62;0;1;0;0;1;0;0;1
1455;1;0;0;38.43;1.58;0;1;0;0;1;0;0;0
1456;0;0;1;56.67;7.36;0;1;0;0;1;0;0;1
1457;0;0;1;42.12;7.38;0;1;0;0;1;0;0;1
1458;0;0;1;5.71;2.74;0;1;0;0;1;0;0;1
1459;1;0;1;71.86;1.49;0;1;0;0;1;0;0;1
1460;0;0;1;36.06;5.55;0;1;0;0;1;0;0;1
1461;0;0;1;71.04;7.19;0;1;0;0;1;0;0;1
1462;0;0;1;75.48;6.47;0;1;0;0;1;0;0;1
1463;0;0;1;3.39;4.6;0;1;0;0;1;0;0;1
1464;0;0;1;26.4;7.35;0;1;0;0;1;0;0;1
1465;1;0;0;59.64;2.33;0;1;0;0;1;0;1;0
1466;0;0;1;34.77;7.54;0;1;0;0;0;1;0;1
1467;0;1;0;4.39;2.84;0;1;0;0;0;1;1;0
1468;5;0;0;76.73;2.74;0;1;0;0;0;1;1;0
1469;0;0;1;26.59;7.42;0;1;0;0;0;1;0;1
1470;3;0;0;39.65;1.96;0;1;0;0;0;1;0;1
1471;1;0;1;33.59;0.69;0;1;0;0;1;0;0;1
1472;0;0;1;64.86;5.11;0;1;0;0;1;0;0;1
1473;0;0;1;81.46;2.75;0;1;0;0;1;0;0;1
1474;0;0;1;32.31;6.42;0;1;0;0;1;0;0;1
1475;0;0;1;75.83;7.3;0;1;0;0;1;0;0;1
1476;0;0;1;88.02;7.03;0;1;0;0;1;0;0;1
1477;0;0;1;83.1;7.07;0;1;0;0;1;0;0;1
1478;0;0;1;12.22;3.86;0;1;0;0;1;0;0;1
1479;0;1;1;83.37;4.49;0;1;0;0;1;0;0;1
1480;5;1;0;61.27;2.11;0;1;0;0;1;0;1;0
1481;0;0;1;37.97;6.46;0;1;0;0;0;1;0;1
1482;1;0;0;16.41;0.77;0;1;0;0;0;1;0;0
1483;0;0;1;0.95;6.58;0;1;0;0;0;1;0;1
1484;0;0;1;64.29;6.4;0;1;0;0;0;1;0;1
1485;0;0;1;2.11;5.92;0;1;0;0;0;1;0;1
1486;1;0;1;34.7;0.76;0;1;0;0;0;1;0;1
1487;5;0;0;24.32;1.72;0;1;0;0;0;1;1;0
1488;5;1;0;39.23;1.81;0;1;0;0;0;1;0;1
1489;0;0;1;60.48;3.06;0;1;0;0;0;1;0;1
1490;0;1;1;6.36;5.9;0;1;0;0;0;1;0;1
1491;1;0;0;66.64;0.47;0;1;0;0;0;1;0;0
1492;0;1;1;47.57;7.3;0;1;0;0;0;1;0;1
1493;0;1;0;36.74;2.37;0;1;0;0;1;0;0;1
1494;0;0;1;14.21;5.76;0;1;0;0;1;0;0;1
1495;0;0;1;59.97;3.02;0;1;0;0;1;0;0;1
1496;0;1;1;36.3;5.98;0;1;0;0;1;0;0;1
1497;0;0;1;17.81;5.7;0;1;0;0;1;0;0;1
1498;0;0;1;69.3;3.03;0;1;0;0;1;0;0;1
1499;5;0;0;54.28;2.68;0;1;0;0;1;0;0;1
1500;0;0;1;28.67;7.37;0;1;0;0;1;0;0;1
1501;0;0;1;88.39;7.02;0;1;0;0;1;0;0;1
1502;1;1;0;28.02;2.9;0;1;0;0;1;0;1;0
1503;0;0;1;69.46;6.97;0;1;0;0;1;0;0;1
1504;0;0;0;19.26;2.48;0;1;0;0;1;0;0;1
1505;0;0;1;2.97;7.36;0;1;0;0;1;0;0;1
1506;5;0;0;37.55;3.57;0;1;0;0;1;0;0;0
1507;0;1;0;0.0;1.84;0;1;0;0;1;0;1;0
1508;0;0;1;63.77;7.28;0;1;0;0;1;0;0;1
1509;1;1;0;27.87;1.4;0;1;0;0;1;0;1;0
1510;0;0;1;41.0;5.72;0;1;0;0;0;1;0;1
1511;1;0;0;23.23;1.1;0;1;0;0;0;1;1;0
1512;5;0;0;63.6;0.55;0;1;0;0;0;1;0;0
1513;0;0;1;12.56;6.01;0;1;0;0;0;1;0;1
1514;1;0;1;63.3;1.64;0;1;0;0;1;0;0;1
1515;0;0;1;58.58;0.26;0;1;0;0;1;0;0;1
1516;1;0;1;55.59;0.53;0;1;0;0;1;0;0;1
1517;4;1;1;40.49;0.75;0;1;0;0;1;0;0;1
1518;1;1;1;52.25;0.76;0;1;0;0;0;1;0;1
1519;0;0;1;41.52;7.39;0;1;0;0;0;1;0;1
1520;0;1;1;39.13;7.42;0;1;0;0;0;1;0;1
1521;1;0;0;52.25;0.76;0;1;0;0;0;1;1;0
1522;0;0;1;34.62;4.98;0;1;0;0;0;1;0;1
1523;1;0;0;33.59;0.69;0;1;0;0;0;1;1;0
1524;1;0;0;63.96;0.3;0;1;0;0;0;1;1;0
1525;0;0;1;38.43;6.22;0;1;0;0;0;1;0;1
1526;0;0;1;48.74;7.39;0;1;0;0;0;1;0;1
1527;1;1;0;61.28;0.62;0;1;0;0;0;1;1;0
1528;0;0;1;19.23;7.44;0;1;0;0;0;1;0;1
1529;1;0;1;43.59;0.87;0;1;0;0;0;1;0;1
1530;0;0;1;87.59;7.08;0;1;0;0;1;0;0;1
1531;0;0;1;32.8;7.43;0;1;0;0;1;0;0;1
1532;0;0;1;87.82;0.6;0;1;0;0;1;0;0;1
1533;0;0;1;36.27;7.54;0;1;0;0;0;1;0;1
1534;1;0;0;38.51;0.87;0;1;0;0;0;1;1;0
1535;0;0;1;51.48;6.05;0;1;0;0;0;1;0;1
1536;1;0;0;17.94;1.41;0;1;0;0;0;1;0;0
1537;0;0;1;86.59;7.03;0;1;0;0;0;1;0;1
1538;0;1;1;74.66;7.17;0;1;0;0;0;1;0;1
1539;0;0;1;25.6;4.91;0;1;0;0;0;1;0;1
1540;0;0;1;19.81;7.87;0;1;0;0;0;1;0;1
1541;0;0;1;9.03;5.55;0;1;0;0;0;1;0;1
1542;0;0;1;8.73;6.1;0;1;0;0;0;1;0;1
1543;0;0;1;34.77;7.54;0;1;0;0;0;1;0;1
1544;0;0;0;58.72;3.44;0;1;0;0;0;1;1;0
1545;5;0;1;55.24;7.29;0;1;0;0;0;1;0;1
1546;0;0;1;46.67;6.14;0;1;0;0;0;1;0;1
1547;0;0;1;43.69;5.59;0;1;0;0;0;1;0;1
1548;0;1;1;77.52;7.25;0;1;0;0;0;1;0;1
1549;0;0;1;35.25;7.45;0;1;0;0;0;1;0;1
1550;1;1;0;11.51;1.09;0;1;0;0;0;1;1;0
1551;0;0;1;89.29;7.02;0;1;0;0;0;1;0;1
1552;0;0;1;39.4;7.37;0;1;0;0;0;1;0;1
1553;5;0;0;51.96;2.0;0;1;0;0;0;1;1;0
1554;0;0;1;49.01;7.43;0;1;0;0;0;1;0;1
1555;0;0;1;60.28;7.27;0;1;0;0;0;1;0;1
1556;3;0;0;4.3;2.18;0;1;0;0;0;1;0;1
1557;0;0;1;2.38;7.85;0;1;0;0;0;1;0;1
1558;0;0;1;28.4;4.35;0;1;0;0;0;1;0;1
1559;5;0;0;37.8;4.35;0;1;0;0;0;1;0;0
1560;0;0;1;83.94;7.01;0;1;0;0;0;1;0;1
1561;3;0;0;36.8;1.82;0;1;0;0;0;1;0;1
1562;0;0;1;77.52;7.25;0;1;0;0;1;0;0;1
1563;0;0;1;84.04;7.11;0;1;0;0;1;0;0;1
1564;5;0;0;42.79;1.68;0;1;0;0;1;0;0;1
1565;0;0;1;65.26;4.79;0;1;0;0;1;0;0;1
1566;1;0;1;5.42;0.58;0;1;0;0;1;0;0;1
1567;1;0;1;54.64;0.8;0;1;0;0;1;0;0;1
1568;4;0;1;29.65;0.66;0;1;0;0;1;0;0;1
1569;0;0;1;64.61;4.04;0;1;0;0;1;0;0;1
1570;0;0;1;70.67;4.73;0;1;0;0;0;1;0;1
1571;0;0;1;66.67;7.29;0;1;0;0;0;1;0;1
1572;0;0;1;11.39;7.44;0;1;0;0;0;1;0;1
1573;0;0;1;83.99;7.06;0;1;0;0;0;1;0;1
1574;0;0;1;5.83;7.5;0;1;0;0;0;1;0;1
1575;0;1;1;28.84;7.45;0;1;0;0;0;1;0;1
1576;0;0;1;73.82;7.2;0;1;0;0;0;1;0;1
1577;5;0;0;8.41;1.86;0;1;0;0;0;1;0;0
1578;0;0;1;11.14;7.88;0;1;0;0;0;1;0;1
1579;0;0;1;72.17;5.83;0;1;0;0;1;0;0;1
1580;0;0;0;9.29;3.37;0;1;0;0;1;0;0;1
1581;5;0;0;26.64;2.31;0;1;0;0;1;0;0;0
1582;0;0;1;42.39;7.27;0;1;0;0;1;0;0;1
1583;0;0;1;48.17;7.3;0;1;0;0;1;0;0;1
1584;0;0;0;54.45;1.27;0;1;0;0;1;0;1;0
1585;0;0;1;88.4;6.75;0;1;0;0;1;0;0;1
1586;1;0;1;8.51;1.47;0;1;0;0;1;0;0;1
1587;0;0;1;12.76;6.41;0;1;0;0;1;0;0;1
1588;1;0;1;76.77;1.06;0;1;0;0;1;0;0;1
1589;0;0;1;41.19;6.03;0;1;0;0;1;0;0;1
1590;0;0;1;4.69;5.99;0;1;0;0;1;0;0;1
1591;1;0;0;43.36;0.71;0;1;0;0;1;0;0;0
1592;0;1;1;12.71;7.42;0;1;0;0;0;1;0;1
1593;0;0;1;46.96;7.3;0;1;0;0;0;1;0;1
1594;0;0;1;59.53;7.33;0;1;0;0;0;1;0;1
1595;0;0;1;88.86;7.13;0;1;0;0;0;1;0;1
1596;0;0;1;63.21;4.7;0;1;0;0;0;0;0;1
1597;0;0;1;15.42;6.14;0;1;0;0;0;0;0;1
1598;4;0;1;60.98;1.18;0;1;0;0;0;0;0;1
1599;0;0;1;0.0;6.47;0;1;0;0;0;0;0;1
1600;0;0;1;8.29;6.04;0;1;0;0;0;0;0;1
1601;0;0;1;6.3;6.45;0;1;0;0;0;0;0;1
1602;0;0;1;35.56;4.02;0;1;0;0;0;0;0;1
1603;0;0;0;6.7;0.47;0;1;0;0;0;0;0;1
1604;0;0;1;16.96;5.78;0;1;0;0;0;0;0;1
1605;0;0;1;30.91;5.93;0;1;0;0;0;0;0;1
1606;0;0;1;19.62;3.24;0;1;0;0;0;0;0;1
1607;0;0;1;9.23;6.11;0;1;0;0;0;0;0;1
1608;0;0;1;29.49;2.87;0;1;0;0;0;0;0;1
1609;0;0;1;7.43;7.58;0;1;0;0;1;0;0;1
1610;2;0;1;7.3;0.86;0;1;0;0;1;0;0;1
1611;0;0;1;2.95;7.42;0;1;0;0;1;0;0;1
1612;0;1;0;43.82;1.1;0;1;0;0;1;0;1;0
1613;0;0;1;29.62;5.29;0;1;0;0;1;0;0;1
1614;0;0;1;9.74;7.4;0;1;0;0;1;0;0;1
1615;0;0;1;17.12;5.73;0;1;0;0;1;0;0;1
1616;0;0;1;14.43;3.49;0;1;0;0;1;0;0;1
1617;5;0;0;27.44;0.71;0;1;0;0;1;0;0;0
1618;5;0;0;68.84;1.28;0;1;0;0;1;0;0;1
1619;0;0;1;67.56;7.42;0;1;0;0;1;0;0;1
1620;0;0;1;12.3;7.41;0;1;0;0;1;0;0;1
1621;0;0;1;37.02;7.41;0;1;0;0;1;0;0;1
1622;0;0;1;19.68;5.82;0;1;0;0;1;0;0;1
1623;0;0;1;32.27;4.59;0;1;0;0;1;0;0;1
1624;5;1;0;14.38;0.88;0;1;0;0;1;0;1;0
1625;0;0;1;3.36;7.42;0;1;0;0;1;0;0;1
1626;5;0;0;17.15;1.29;0;1;0;0;1;0;1;0
1627;0;0;1;43.09;4.86;0;1;0;0;1;0;0;1
1628;0;0;1;29.11;7.72;0;1;0;0;0;1;0;1
1629;0;0;1;29.26;5.46;0;1;0;0;0;1;0;1
1630;0;0;1;47.86;5.95;0;1;0;0;0;1;0;1
1631;0;0;1;36.34;7.35;0;1;0;0;0;1;0;1
1632;1;0;0;13.68;1.61;0;1;0;0;0;1;0;0
1633;0;0;1;82.03;5.33;0;1;0;0;0;1;0;1
1634;0;0;1;14.64;6.46;0;1;0;0;0;1;0;1
1635;0;0;1;47.59;6.49;0;1;0;0;0;1;0;1
1636;0;0;1;79.54;5.59;0;1;0;0;0;1;0;1
1637;0;0;1;4.65;6.05;0;1;0;0;0;1;0;1
1638;5;0;0;8.57;2.92;0;1;0;0;0;1;0;0
1639;0;0;1;62.22;7.26;0;1;0;0;0;1;0;1
1640;5;1;0;51.65;1.46;0;1;0;0;0;1;1;0
1641;1;0;1;46.38;0.75;0;1;0;0;0;1;0;1
1642;0;0;1;34.54;6.05;0;1;0;0;0;1;0;1
1643;0;0;1;14.03;7.41;0;1;0;0;0;1;0;1
1644;0;0;1;85.87;7.2;0;1;0;0;0;1;0;1
1645;1;0;0;64.87;0.96;0;1;0;0;0;1;1;0
1646;0;0;1;81.47;7.21;0;1;0;0;0;1;0;1
1647;3;0;1;4.55;0.69;0;1;0;0;1;0;0;1
1648;3;0;1;6.47;0.97;0;1;0;0;1;0;0;1
1649;0;0;0;65.46;0.72;0;1;0;0;1;0;0;1
1650;4;1;1;0.0;0.96;0;1;0;0;0;1;0;1
1651;5;0;1;10.69;1.76;0;1;0;0;0;1;0;1
1652;1;0;1;59.45;0.7;0;1;0;0;0;1;0;1
1653;1;0;0;43.36;0.71;0;1;0;0;0;1;1;0
1654;0;0;1;64.55;7.23;0;1;0;0;0;1;0;1
1655;0;0;1;28.04;7.64;0;1;0;0;0;1;0;1
1656;0;0;1;30.4;4.63;0;1;0;0;0;1;0;1
