;ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
2469;1;3;2;0;0;2;48.7;0.87
2470;0;3;2;0;1;1;28.27;8.16
2471;0;4;2;0;0;1;1.47;2.09
2472;0;4;2;1;1;1;71.31;7.18
2473;0;4;2;0;1;1;21.95;7.88
2474;1;4;2;0;1;1;53.65;2.79
2475;1;4;2;0;0;2;45.13;1.97
2476;0;4;2;0;1;1;71.21;4.64
2477;0;4;2;0;1;1;13.74;5.64
2478;2;4;2;0;0;3;1.15;2.68
2479;1;4;2;0;0;2;39.75;1.17
2480;0;4;2;1;1;1;75.27;7.15
2481;0;4;2;0;0;2;13.54;4.8
2482;0;4;2;0;1;1;41.17;8.14
2483;0;4;2;0;1;1;23.13;7.36
2484;1;4;2;1;0;2;2.88;1.06
2485;1;4;2;0;0;2;0.0;2.52
2486;1;4;2;0;0;2;0.0;3.65
2487;0;4;2;0;1;1;34.94;7.67
2488;0;4;2;0;1;1;2.5;7.37
2489;0;4;2;0;1;1;21.19;7.26
2490;0;4;2;0;1;1;10.86;5.69
2491;0;4;2;0;1;1;41.52;7.68
2492;0;4;2;0;1;1;31.24;8.68
2493;0;4;1;0;1;1;56.73;1.15
2494;0;4;1;0;0;2;45.21;1.51
2495;0;4;1;0;1;1;56.73;1.15
2496;0;4;2;0;1;1;5.53;5.56
2497;1;4;2;0;0;2;61.67;2.92
2498;0;4;2;0;1;1;32.86;8.0
2499;0;4;2;0;1;1;15.83;5.3
2500;0;4;2;0;1;1;71.06;5.27
2501;0;4;2;0;1;1;0.0;5.53
2502;0;4;2;0;1;1;21.32;5.3
2503;0;4;2;0;1;1;84.34;5.87
2504;0;4;2;0;1;1;0.85;7.2
2505;0;4;2;0;1;1;8.77;5.27
2506;0;4;1;0;1;1;85.17;6.88
2507;0;4;1;0;1;1;16.82;1.11
2508;0;4;1;0;1;1;63.03;7.21
2509;0;4;1;0;1;1;85.17;6.88
2510;3;4;1;0;1;1;57.56;1.08
2511;0;4;1;0;1;1;0.43;7.15
2512;0;4;1;0;1;1;66.63;1.46
2513;1;4;1;0;1;1;35.89;0.91
2514;0;4;1;0;1;1;65.19;3.3
2515;0;4;1;0;1;1;68.13;4.44
2516;0;4;1;0;1;1;43.5;7.63
2517;0;4;1;0;1;1;23.3;7.31
2518;1;4;1;0;0;3;0.0;0.2
2519;0;4;1;0;1;1;73.39;0.89
2520;3;4;1;0;1;1;8.38;0.37
2521;0;4;1;0;1;1;74.31;0.95
2522;0;4;1;0;1;1;63.81;7.04
2523;3;4;1;0;1;1;77.97;2.52
2524;0;4;1;1;0;1;45.15;1.81
2525;0;4;1;0;1;1;68.12;6.18
2526;0;4;1;1;0;2;28.99;1.22
2527;3;4;1;0;1;1;32.7;0.5
2528;0;4;1;0;0;1;0.0;1.33
2529;0;4;1;0;1;1;80.82;7.0
2530;2;4;1;0;0;2;0.0;1.06
2531;0;4;1;0;1;1;86.57;6.98
2532;2;4;1;0;0;1;4.6;1.34
2533;0;4;1;0;1;1;41.87;2.01
2534;1;4;1;0;0;3;26.62;2.03
2535;0;4;1;0;1;1;68.75;7.24
2536;0;4;1;0;1;1;65.54;7.12
2537;0;4;1;0;1;1;66.92;1.34
2538;0;4;1;0;1;1;47.29;7.36
2539;2;4;1;1;0;2;0.0;1.22
2540;0;4;1;0;1;1;59.8;7.25
2541;0;4;1;0;1;1;10.27;7.21
2542;0;4;1;0;1;1;47.37;7.14
2543;5;4;1;0;1;1;45.46;0.9
2544;0;4;1;0;1;1;54.61;7.23
2545;0;4;1;0;1;1;49.52;7.11
2546;0;4;1;0;1;1;21.19;7.26
2547;0;4;2;0;1;1;7.95;5.42
2548;0;4;2;0;1;1;0.55;5.53
2549;2;4;1;0;1;1;36.61;1.26
2550;0;4;2;0;1;1;38.06;7.3
2551;0;4;2;0;1;1;71.65;4.23
2552;1;4;2;0;1;1;44.01;1.93
2553;0;4;2;0;1;1;81.25;6.99
2554;0;4;2;0;1;1;88.35;7.02
2555;1;4;2;1;0;2;61.07;1.53
2556;1;4;2;0;0;2;45.46;0.9
2557;0;4;1;0;1;1;9.23;2.0
2558;1;4;1;0;0;2;51.86;1.63
2559;3;4;1;0;1;1;0.0;1.28
2560;0;4;1;0;1;1;2.1;7.31
2561;0;4;1;0;1;1;17.45;7.32
2562;0;4;1;0;1;1;66.16;7.03
2563;3;4;1;0;1;1;48.91;1.21
2564;3;4;1;0;1;1;28.54;2.13
2565;0;4;1;0;1;1;60.91;0.86
2566;0;4;1;0;1;1;28.9;7.43
2567;0;4;1;0;1;1;86.13;6.98
2568;0;4;1;0;1;1;55.31;7.17
2569;0;4;1;0;1;1;12.62;5.39
2570;0;4;1;0;1;1;28.94;5.65
2571;0;4;1;0;1;1;2.08;7.37
2572;0;4;1;1;1;1;48.0;0.87
2573;0;4;2;0;1;1;0.56;5.48
2574;0;4;2;0;1;1;48.41;4.44
2575;0;4;2;0;1;1;42.25;7.33
2576;0;4;2;0;1;1;31.03;7.27
2577;0;4;2;0;1;1;35.95;7.3
2578;0;4;2;0;1;1;21.57;6.7
2579;0;4;2;0;1;1;75.68;7.13
2580;1;4;2;0;0;3;12.69;2.19
2581;0;4;2;0;0;2;46.51;2.95
2582;0;4;2;0;1;1;2.54;7.26
2583;1;4;2;1;0;2;61.2;0.98
2584;1;4;2;0;0;2;33.07;0.88
2585;0;4;2;0;1;1;41.88;7.14
2586;1;4;2;0;0;2;42.56;1.66
2587;0;4;2;0;1;1;42.82;6.15
2588;0;4;2;0;1;1;84.33;6.94
2589;0;4;2;0;1;1;69.03;5.68
2590;3;4;3;0;1;1;28.04;1.94
2591;1;4;3;0;1;1;55.21;1.11
2592;3;4;3;0;1;1;0.0;1.44
2593;3;4;3;0;1;1;52.34;0.95
2594;0;4;3;0;1;1;86.76;5.47
2595;0;4;3;0;1;1;82.0;4.54
2596;3;4;3;0;1;1;23.0;1.1
2597;0;4;3;0;1;1;9.04;1.02
2598;1;4;3;0;1;1;5.93;1.56
2599;0;4;3;0;1;1;25.99;5.26
2600;4;4;3;0;1;1;5.75;1.07
2601;2;4;3;0;1;1;33.26;1.47
2602;3;4;3;0;1;1;28.97;1.77
2603;4;4;3;0;1;1;48.3;0.79
2604;5;4;1;0;1;1;59.97;0.62
2605;1;4;1;0;0;2;30.52;2.11
2606;0;4;1;0;1;1;43.14;7.29
2607;1;4;1;0;0;3;36.34;3.53
2608;0;4;1;0;1;1;66.29;7.2
2609;1;4;1;0;0;2;48.3;0.79
2610;3;4;1;0;0;1;39.71;2.01
2611;0;4;1;1;1;1;20.1;7.33
2612;3;4;1;0;1;1;27.18;0.47
2613;0;4;1;0;1;1;28.57;7.28
2614;0;4;1;0;1;1;76.42;7.05
2615;2;4;1;0;0;1;16.58;2.06
2616;0;4;1;0;1;1;62.11;2.85
2617;0;4;1;0;1;1;88.34;6.97
2618;0;4;1;0;1;1;62.09;6.18
2619;0;4;1;0;1;1;79.18;2.51
2620;0;4;1;0;0;1;58.19;2.02
2621;0;4;1;0;1;1;42.56;7.37
2622;0;4;1;1;1;1;87.01;6.97
2623;0;4;1;0;1;1;88.34;6.97
2624;0;4;1;0;1;1;88.34;6.97
2625;0;4;1;0;1;1;88.79;7.02
2626;0;4;1;0;1;1;67.24;7.2
2627;0;4;1;0;1;1;81.38;7.1
2628;0;4;1;0;1;1;78.4;7.16
2629;5;4;1;0;1;1;50.27;0.91
2630;0;4;3;0;1;1;35.56;2.76
2631;0;4;3;0;1;1;35.56;2.76
2632;0;4;3;0;1;1;66.03;0.76
2633;0;4;3;0;1;1;66.03;0.76
2634;1;4;3;0;1;1;61.2;0.98
2635;1;4;3;0;1;1;61.2;0.98
2636;5;4;3;1;1;1;6.49;0.47
2637;5;4;3;1;1;1;6.49;0.47
2638;1;4;3;0;1;1;30.52;0.42
2639;1;4;3;0;1;1;30.52;0.42
2640;0;4;3;0;1;1;0.0;1.01
2641;0;4;3;0;1;1;0.0;1.01
2642;4;4;3;0;1;1;79.1;1.64
2643;4;4;3;0;1;1;79.1;1.64
2644;0;4;3;0;1;1;17.58;7.27
2645;0;4;3;0;1;1;17.58;7.27
2646;3;4;3;0;1;1;63.96;1.07
2647;3;4;3;0;1;1;63.96;1.07
2648;0;4;3;0;1;1;11.91;2.08
2649;0;4;3;0;1;1;11.91;2.08
2650;1;4;3;0;1;1;28.35;0.9
2651;1;4;3;0;1;1;28.35;0.9
2652;3;4;3;0;0;1;45.09;2.27
2653;3;4;3;0;0;1;45.09;2.27
2654;0;4;3;0;1;1;52.99;0.6
2655;0;4;3;0;1;1;52.99;0.6
2656;0;4;3;0;1;1;0.45;6.77
2657;0;4;3;0;1;1;0.45;6.77
2658;1;4;3;0;1;1;73.08;1.06
2659;1;4;3;0;1;1;73.08;1.06
2660;1;4;3;0;1;1;27.03;0.59
2661;2;4;3;1;0;1;43.46;1.17
2662;1;4;3;0;1;1;18.83;0.5
2663;0;4;3;0;1;1;50.76;0.83
2664;2;4;3;0;1;1;50.89;1.17
2665;3;4;3;0;1;1;62.72;1.15
2666;3;4;3;0;1;1;50.76;0.83
2667;0;4;3;0;0;1;66.26;1.17
2668;0;4;1;0;0;2;45.59;3.67
2669;0;4;1;0;1;1;0.84;7.31
2670;0;4;1;0;1;1;42.23;7.25
2671;0;4;1;0;1;1;69.09;4.19
2672;1;4;1;1;0;2;42.75;1.82
2673;0;4;1;1;1;1;32.69;9.32
2674;0;4;1;0;1;1;31.88;7.4
2675;0;4;1;0;1;1;76.39;4.52
2676;1;4;1;0;0;3;65.22;2.54
2677;0;4;1;0;1;1;42.25;7.33
2678;0;4;1;0;1;1;43.12;7.21
2679;0;4;1;0;1;1;30.21;7.77
2680;0;4;1;0;1;1;20.95;4.19
2681;0;4;1;0;1;1;38.52;1.29
2682;0;4;1;0;1;1;11.27;7.4
2683;0;4;2;0;1;1;49.91;1.4
2684;3;4;2;0;1;1;6.61;1.4
2685;0;4;1;0;1;1;3.21;0.96
2686;0;4;1;0;1;1;0.0;5.53
2687;3;4;2;0;1;1;80.76;0.92
2688;0;4;3;0;1;1;47.18;1.17
2689;0;4;1;0;1;1;25.53;1.12
2690;4;4;2;0;1;1;63.96;1.07
2691;0;4;2;0;1;1;20.84;1.66
2692;0;4;1;0;1;1;36.57;0.99
2693;3;4;2;0;1;1;20.38;1.08
2694;4;4;2;0;1;1;6.77;0.91
2695;0;4;2;0;1;1;81.43;4.61
2696;3;4;3;0;1;1;77.92;1.48
2697;0;4;2;0;1;1;42.97;0.86
2698;0;4;2;0;1;1;86.57;6.98
2699;1;4;2;0;0;2;24.8;2.3
2700;1;4;2;0;0;2;46.53;1.62
2701;0;4;2;0;1;1;23.68;7.34
2702;0;4;2;0;1;1;28.86;7.55
2703;3;4;2;0;1;1;52.2;1.56
2704;0;4;2;0;1;1;82.95;6.91
2705;0;4;2;0;1;1;24.85;7.52
2706;0;4;2;0;1;1;70.27;5.07
2707;0;4;2;0;1;1;83.93;7.0
2708;0;4;2;0;1;1;44.08;7.78
2709;0;4;2;0;1;1;24.93;6.1
2710;1;4;2;1;0;2;46.53;1.62
2711;0;4;2;0;1;1;52.74;7.27
2712;0;4;2;0;1;1;23.74;5.46
2713;0;4;2;0;1;1;0.0;3.22
2714;0;4;2;0;1;1;39.78;7.2
2715;0;4;2;0;1;1;27.59;7.52
2716;0;4;2;1;0;2;1.79;1.71
2717;0;4;2;0;1;1;48.79;7.33
2718;0;4;2;0;1;1;53.73;7.44
2719;0;4;2;0;1;1;0.58;5.32
2720;1;4;2;1;0;2;1.79;1.71
2721;0;4;2;0;1;1;89.57;5.41
2722;0;4;2;0;0;2;1.12;2.73
2723;0;4;2;0;1;1;11.03;7.28
2724;0;4;2;1;1;1;63.6;7.24
2725;0;4;3;0;1;1;68.67;5.29
2726;0;4;3;0;1;1;77.51;4.17
2727;0;4;3;0;1;1;27.12;4.58
2728;0;4;3;0;1;1;43.12;5.96
2729;0;4;3;0;1;1;70.35;1.08
2730;5;4;3;0;1;1;52.99;0.87
2731;1;4;3;0;1;1;2.3;1.33
2732;0;4;3;0;1;1;60.37;4.44
2733;0;4;3;0;1;1;48.91;1.21
2734;0;4;3;0;1;1;54.7;0.72
2735;0;4;3;0;1;1;25.62;4.58
2736;3;4;3;0;1;1;36.34;1.99
2737;3;4;3;0;1;1;69.61;2.74
2738;0;4;2;0;1;1;66.51;7.13
2739;0;4;2;0;1;1;88.78;6.97
2740;0;4;2;0;1;1;11.52;7.24
2741;0;4;2;0;1;1;88.34;6.97
2742;0;4;2;0;1;1;6.84;7.2
2743;0;4;2;0;1;1;87.88;6.92
2744;1;4;2;1;0;2;55.08;1.76
2745;0;4;2;0;1;1;74.2;7.07
2746;0;4;2;0;1;1;75.68;7.13
2747;0;4;2;0;1;1;84.33;6.94
2748;0;4;3;0;1;1;11.57;2.4
2749;1;4;3;0;1;1;6.49;0.47
2750;0;4;3;0;1;1;75.03;4.33
2751;0;4;3;0;1;1;25.73;7.16
2752;0;4;3;1;1;1;84.54;4.95
2753;3;4;3;0;1;1;37.02;1.6
2754;2;4;3;0;1;1;52.31;2.71
2755;3;4;3;0;1;1;52.31;2.71
2756;0;4;3;0;1;1;61.13;4.1
2757;0;4;3;0;1;1;69.15;5.56
2758;0;4;3;0;1;1;26.12;7.3
2759;0;4;3;0;1;1;0.43;7.15
2760;3;4;3;0;1;1;80.39;2.5
2761;0;4;3;0;1;1;41.88;7.14
2762;0;4;3;0;1;1;26.31;7.37
2763;0;4;3;0;1;1;86.79;6.49
2764;0;4;3;0;1;1;5.73;1.61
2765;0;4;3;0;1;1;37.28;1.95
2766;2;4;3;0;1;1;37.08;1.33
2767;0;4;3;0;1;1;63.9;1.19
2768;0;4;3;0;1;1;49.52;7.11
2769;1;4;3;1;1;1;65.38;1.0
2770;3;4;3;0;0;1;1.64;1.87
2771;0;4;3;1;1;1;0.72;4.24
2772;0;4;3;0;1;1;44.93;7.21
2773;0;4;2;0;1;1;87.88;6.92
2774;2;4;1;0;1;1;49.49;1.06
2775;1;4;1;1;0;2;51.64;1.37
2776;3;4;1;0;1;1;23.85;0.4
2777;1;4;1;0;1;1;33.3;1.66
2778;0;4;1;0;1;1;5.3;4.64
2779;1;4;1;0;0;3;34.69;0.38
2780;0;4;1;0;1;1;1.38;4.46
2781;4;4;3;0;1;1;45.58;0.75
2782;3;4;3;0;0;1;61.07;1.53
2783;1;4;3;0;1;1;49.55;1.97
2784;4;4;3;1;1;1;59.02;1.12
2785;0;4;3;0;1;1;11.39;1.08
2786;3;4;3;0;1;1;81.77;1.79
2787;3;4;3;0;1;1;23.67;3.34
2788;3;4;3;0;1;1;54.7;0.72
2789;0;4;3;0;1;1;55.84;0.65
2790;0;4;3;0;1;1;86.73;1.18
2791;3;4;3;0;1;1;49.85;0.98
2792;3;4;3;0;1;1;54.23;0.99
2793;3;4;3;0;1;1;40.64;0.9
2794;3;4;3;0;1;1;40.64;0.9
2795;0;4;3;0;0;1;20.1;1.25
2796;2;4;3;0;1;1;40.58;1.4
2797;0;4;2;0;1;1;28.05;5.35
2798;0;4;2;0;1;1;43.73;7.28
2799;0;4;2;0;1;1;50.08;7.19
2800;2;4;2;0;1;1;18.5;7.76
2801;0;4;2;0;1;1;27.47;5.69
2802;0;4;2;0;1;1;1.26;7.31
2803;0;4;2;0;0;1;2.55;2.41
2804;0;4;2;0;1;1;22.13;7.25
2805;0;4;2;0;1;1;35.7;7.34
2806;0;4;2;0;1;1;40.28;8.45
2807;0;4;2;0;1;1;0.84;7.31
2808;0;4;2;0;1;1;34.43;7.3
2809;0;4;2;0;1;1;25.18;7.3
2810;0;4;2;0;1;1;78.31;7.11
2811;0;4;2;0;1;1;39.89;7.35
2812;2;4;2;0;0;1;76.5;2.48
2813;0;4;2;0;1;1;76.53;7.11
2814;1;4;2;0;0;3;74.45;1.56
2815;0;4;2;0;0;2;17.21;2.35
2816;0;4;2;0;1;1;42.54;7.29
2817;0;4;2;0;1;1;79.08;7.04
2818;0;4;2;0;1;1;80.67;6.89
2819;0;4;2;0;1;1;82.61;6.59
2820;0;4;2;0;1;1;0.85;7.2
2821;2;4;2;0;0;3;26.61;2.15
2822;1;4;2;0;0;2;63.01;2.22
2823;0;4;2;0;1;1;64.02;4.89
2824;0;4;2;1;1;1;50.35;7.24
2825;0;4;2;0;1;1;21.82;7.35
2826;3;4;2;0;1;1;63.96;1.07
2827;1;4;2;0;0;3;67.84;1.68
2828;0;4;2;0;1;1;80.31;6.96
2829;3;4;1;0;1;1;0.0;1.28
2830;0;4;1;0;1;1;67.02;7.27
2831;1;4;1;0;1;1;31.48;1.44
2832;3;4;1;0;1;1;34.58;2.08
2833;1;4;1;1;1;1;2.88;1.06
2834;0;4;1;0;1;1;1.68;7.31
2835;0;4;1;0;1;1;12.01;1.8
2836;3;4;1;0;1;1;66.78;3.79
2837;3;4;1;1;1;1;43.74;1.47
2838;0;4;1;0;1;1;12.67;7.33
2839;0;4;1;1;0;1;24.74;1.41
2840;0;4;2;0;1;1;86.57;6.98
2841;2;4;2;0;0;1;53.45;1.33
2842;0;4;2;0;0;2;62.05;2.73
2843;0;4;2;0;1;1;64.94;2.13
2844;0;4;2;0;1;1;34.54;7.37
2845;0;4;2;0;1;1;3.81;4.84
2846;0;4;2;0;1;1;51.04;5.37
2847;0;4;2;0;1;1;20.96;3.45
2848;3;4;2;1;0;1;76.5;2.48
2849;2;4;2;0;0;1;1.74;1.76
2850;1;4;2;1;0;2;50.52;1.25
2851;0;4;2;0;1;1;39.73;7.54
2852;0;4;2;0;1;1;77.47;7.13
2853;0;4;2;0;1;1;76.29;5.62
2854;1;4;2;0;1;1;50.89;1.17
2855;0;4;2;0;1;1;45.7;3.22
2856;0;4;2;1;1;1;82.61;4.92
2857;1;4;2;0;0;2;51.6;2.67
2858;0;4;2;0;1;1;1.26;7.31
2859;1;4;2;0;0;2;1.92;1.6
2860;1;4;2;0;0;2;2.4;1.28
2861;1;4;2;0;1;1;65.81;1.94
2862;0;4;2;1;1;1;53.57;1.07
2863;1;4;3;0;1;1;43.36;1.09
2864;0;4;3;0;1;1;30.52;0.42
2865;1;4;3;0;0;3;67.02;0.93
2866;1;4;3;0;1;1;0.0;1.12
2867;3;4;3;1;1;1;30.52;0.42
2868;1;4;3;0;1;1;4.6;1.34
2869;0;4;3;0;1;1;16.0;1.55
2870;0;4;3;0;1;1;13.87;5.81
2871;1;4;3;0;0;2;43.54;1.24
2872;3;4;3;0;1;1;54.23;0.99
2873;0;4;3;0;1;1;41.49;1.13
2874;3;4;3;0;1;1;57.86;0.89
2875;1;4;3;0;0;2;23.24;2.04
2876;0;4;3;0;1;1;86.41;0.21
2877;3;4;3;0;1;1;58.14;1.2
2878;0;4;2;0;1;1;80.44;5.43
2879;0;4;2;1;1;1;81.75;7.04
2880;0;4;2;0;1;1;8.21;8.26
2881;0;4;2;0;1;1;26.14;7.78
2882;1;4;2;0;0;2;45.23;1.43
2883;0;4;2;0;1;1;27.61;7.4
2884;1;4;2;1;0;2;49.85;0.98
2885;0;4;2;0;1;1;80.2;4.35
2886;0;4;2;0;1;1;50.47;7.08
2887;0;4;2;0;1;1;0.0;3.97
2888;0;4;2;0;1;1;14.56;5.33
2889;0;4;2;0;1;1;15.28;7.52
2890;0;4;2;0;1;1;61.09;4.65
2891;0;4;2;0;1;1;1.6;7.69
2892;1;4;2;1;0;2;49.96;2.24
2893;0;4;2;0;1;1;23.42;7.14
2894;0;4;2;0;1;1;27.54;7.88
2895;0;4;2;0;1;1;17.45;7.32
2896;0;4;2;0;1;1;29.1;5.84
2897;0;4;2;0;1;1;45.24;7.09
2898;1;4;2;0;0;2;1.92;1.6
2899;0;4;2;0;1;1;30.67;7.25
2900;0;4;1;0;1;1;40.97;0.98
2901;2;4;1;0;1;1;82.89;6.86
2902;0;4;1;0;1;1;86.93;4.77
2903;3;4;1;0;1;1;68.24;0.98
2904;2;4;1;0;1;1;2.59;7.1
2905;1;4;1;0;0;2;87.37;6.76
2906;0;4;1;0;1;1;64.86;4.91
2907;1;4;1;1;0;2;10.1;0.92
2908;1;4;1;0;0;3;23.85;0.4
2909;3;4;1;0;1;1;48.91;1.21
2910;0;4;1;0;1;1;49.02;7.45
2911;1;4;1;0;1;1;65.66;2.06
2912;3;4;1;0;1;1;34.6;1.23
2913;1;4;3;0;1;1;36.61;1.26
2914;4;4;3;0;1;1;24.15;1.05
2915;4;4;3;0;1;1;41.49;1.13
2916;4;4;3;0;1;1;58.14;1.2
2917;4;4;3;0;1;1;3.04;1.01
2918;0;4;3;0;1;1;1.79;1.71
2919;0;4;3;0;1;1;46.61;1.55
2920;4;4;3;0;1;1;64.04;0.95
2921;3;4;3;0;1;1;6.06;1.02
2922;0;4;3;0;1;1;64.61;1.6
2923;1;4;3;0;1;1;5.29;0.58
2924;4;4;3;0;1;1;52.34;0.95
2925;0;4;1;0;1;1;87.7;5.04
2926;2;4;1;1;1;1;73.83;0.73
2927;0;4;1;0;1;1;43.1;5.88
2928;0;4;1;0;1;1;34.6;6.13
2929;3;4;1;0;1;1;15.35;1.21
2930;0;4;1;1;1;1;31.88;9.43
2931;1;4;2;0;0;2;50.52;1.25
2932;1;4;2;1;0;2;56.84;0.96
2933;1;4;2;0;0;2;6.4;0.96
2934;1;4;2;0;0;2;64.84;1.36
2935;2;4;2;0;1;1;52.4;2.1
2936;1;4;2;1;0;2;56.0;1.23
2937;0;4;2;0;1;1;54.31;5.15
2938;1;4;2;1;0;2;48.3;0.79
2939;1;4;2;0;0;3;60.04;1.05
2940;1;4;2;0;0;2;65.27;0.35
2941;0;4;2;0;1;1;46.07;7.59
2942;1;4;2;0;0;2;34.6;1.23
2943;0;4;2;1;1;1;39.96;1.67
2944;1;4;2;0;0;3;36.2;1.45
2945;0;4;2;0;1;1;33.73;7.24
2946;0;4;2;0;1;1;71.85;4.62
2947;0;4;2;0;1;1;25.43;7.74
2948;0;4;2;0;1;1;52.68;3.97
2949;0;4;2;0;1;1;64.74;7.29
2950;0;4;2;0;1;1;24.65;7.45
2951;0;4;2;0;1;1;69.8;7.14
2952;0;4;2;0;1;1;61.29;7.15
2953;0;4;2;0;1;1;1.27;4.83
2954;1;4;2;1;0;2;33.87;1.35
2955;0;4;2;1;0;2;4.42;1.39
2956;0;4;2;0;1;1;13.79;7.42
2957;0;4;2;0;1;1;24.07;7.36
2958;1;4;2;0;0;3;73.83;0.73
2959;1;4;2;1;0;2;35.54;0.65
2960;0;4;2;0;1;1;46.74;7.21
2961;0;4;2;0;1;1;34.88;7.4
2962;0;4;2;0;1;1;38.25;7.18
2963;0;4;2;0;1;1;68.51;7.31
2964;0;4;2;0;1;1;34.32;7.22
2965;0;4;2;0;1;1;18.25;7.36
2966;0;4;2;0;1;1;23.19;7.48
2967;0;4;2;0;1;1;25.34;5.88
2968;5;4;2;0;1;1;59.17;0.5
2969;1;4;2;0;0;3;63.64;2.15
2970;2;4;2;0;0;1;28.27;1.7
2971;0;4;2;0;1;1;88.79;7.02
2972;0;4;2;1;1;1;63.96;1.07
2973;0;4;2;0;1;1;1.25;7.37
2974;1;4;2;0;0;3;45.21;1.51
2975;3;4;2;0;0;1;26.81;0.95
2976;5;4;2;1;1;1;41.89;1.28
2977;1;4;2;0;0;2;66.81;2.56
2978;1;4;2;0;0;3;43.93;1.78
2979;0;4;2;0;0;1;49.49;1.06
2980;0;4;2;0;1;1;65.72;7.17
2981;3;4;2;0;1;1;47.04;1.24
2982;0;4;2;0;0;1;56.54;1.73
2983;0;4;2;0;1;1;68.35;7.26
2984;3;4;2;0;1;1;9.04;2.39
2985;0;4;2;0;1;1;32.11;7.36
2986;0;4;2;1;1;1;87.91;7.02
2987;0;4;2;0;1;1;8.92;5.87
2988;0;4;2;0;1;1;31.8;7.52
2989;1;4;2;1;0;2;14.11;1.32
2990;0;4;2;0;1;1;88.78;6.97
2991;0;4;2;0;1;1;81.25;6.99
2992;3;4;2;0;1;1;23.2;2.86
2993;1;4;2;0;1;1;68.68;3.22
2994;0;4;2;0;1;1;88.78;6.97
2995;3;4;2;0;0;1;0.0;2.36
2996;0;4;2;0;1;1;0.0;7.31
2997;1;4;2;0;0;3;74.07;3.29
2998;1;4;2;1;1;1;57.08;1.66
2999;1;4;2;1;0;2;58.73;2.26
3000;0;4;2;0;1;1;37.03;7.74
3001;0;4;2;0;1;1;5.87;5.24
3002;0;4;2;0;1;1;8.11;5.7
3003;0;4;2;0;1;1;39.72;8.38
3004;0;4;2;0;0;2;48.46;1.36
3005;0;4;2;0;1;1;28.57;7.28
3006;0;4;2;0;1;1;47.61;5.73
3007;3;4;1;0;1;1;6.43;3.35
3008;0;4;2;0;1;1;62.64;7.12
3009;2;4;2;0;0;3;75.37;1.44
3010;2;4;2;0;1;1;50.46;6.32
3011;1;4;1;1;1;1;78.68;2.95
3012;2;4;3;1;0;1;58.98;1.75
3013;1;4;1;0;1;1;30.27;1.17
3014;2;4;2;0;1;1;16.09;2.9
3015;0;4;2;0;1;1;56.99;7.09
3016;0;4;2;0;1;1;40.26;0.83
3017;2;4;2;0;0;1;0.37;8.33
3018;3;4;2;0;0;1;41.49;2.43
3019;4;4;3;0;1;1;48.09;1.51
3020;3;4;2;0;1;1;27.11;2.59
3021;5;4;3;0;1;1;34.11;0.76
3022;1;4;3;0;1;1;14.4;0.43
3023;1;4;3;0;1;1;30.27;1.17
3024;0;4;2;0;1;1;56.92;3.13
3025;0;4;1;0;1;1;84.11;5.12
3026;0;4;2;0;1;1;1.09;5.64
3027;0;4;3;0;1;1;65.03;2.01
3028;0;4;1;0;1;1;56.03;7.3
3029;0;4;1;0;1;1;33.06;7.76
3030;2;4;1;0;0;1;16.42;0.38
3031;2;4;1;1;0;2;54.78;1.38
3032;0;4;1;0;1;1;34.63;5.94
3033;1;4;1;1;0;2;47.17;2.12
3034;0;4;1;0;1;1;46.4;7.4
3035;1;4;1;0;0;2;52.99;0.34
3036;2;4;1;0;0;1;0.0;7.26
3037;2;4;1;1;0;1;78.78;1.04
3038;0;4;1;0;1;1;53.4;7.47
3039;0;4;1;0;1;1;0.41;7.42
3040;0;4;1;0;1;1;64.53;3.98
3041;3;4;1;0;1;1;64.04;0.95
3042;0;4;1;0;0;1;54.55;1.18
3043;1;4;1;1;0;2;10.37;1.19
3044;0;4;1;0;1;1;43.17;7.44
3045;0;4;1;0;1;1;2.94;7.32
3046;0;4;1;0;1;1;48.67;7.56
3047;0;4;1;0;1;1;37.39;7.23
3048;0;4;1;0;1;1;52.32;7.38
3049;0;4;1;0;1;1;36.79;7.25
3050;1;4;2;0;0;2;24.74;1.41
3051;1;4;2;0;1;1;11.83;0.26
3052;0;4;2;1;1;1;57.49;4.38
3053;0;4;2;0;1;1;54.09;5.03
3054;0;4;2;0;1;1;53.94;5.83
3055;0;4;1;0;1;1;87.24;6.44
3056;0;4;1;0;1;1;49.12;0.64
3057;4;4;1;0;1;1;2.88;1.06
3058;0;4;1;0;1;1;37.57;2.02
3059;0;4;1;0;1;1;78.14;3.34
3060;1;4;1;0;1;1;5.48;1.12
3061;0;4;1;0;1;1;44.93;7.28
3062;0;4;1;0;1;1;87.9;6.97
3063;3;4;1;0;1;1;1.92;1.6
3064;0;4;1;0;1;1;50.76;0.83
3065;3;4;1;0;1;1;42.78;0.79
3066;0;4;1;0;1;1;1.22;7.53
3067;0;4;1;0;1;1;1.12;5.48
3068;0;4;1;0;1;1;3.36;7.32
3069;0;4;1;0;1;1;46.07;0.45
3070;3;4;1;0;1;1;10.49;0.59
3071;3;4;1;0;1;1;0.0;1.01
3072;0;4;1;0;1;1;41.42;7.45
3073;1;4;1;0;1;1;49.7;0.56
3074;0;4;1;0;1;1;14.44;5.16
3075;0;4;1;0;1;1;64.19;7.14
